Employee ID,Department,Job Role,Job Level,Location,Age Band,Tenure (Years),Years in Current Role,Years Since Last Promotion,Monthly Salary,Salary Band,Salary Hike %,Performance Rating,Job Satisfaction Score,Work-Life Balance Score,Manager Satisfaction Score,Engagement Score,Training Hours,Overtime,Business Travel Frequency,Absence Days,Promotion Status,Remote/Hybrid/Office,Distance From Office,Internal Mobility,Recognition Received,Attrition,Attrition Type,Exit Reason,Attrition Risk Score,Risk Category,Join Date,Exit Date,Tenure Band
EMP1094,IT,Software Engineer,L1,Pune,31-35,6.7,5.1,2.8,29000,<35K,9.5,2.0,2.4,5.0,4.4,4.2,25,No,None,8,Due Soon,Remote,7.4,Yes,Yes,No,Not Applicable,Not Applicable,25,Low Risk,2024-11-13,,6–10 Years
EMP1095,Product,Product Analyst,L1,Delhi NCR,36-40,3.9,1.2,1.8,26000,<35K,5.9,2.8,2.6,4.3,2.8,3.3,23,Yes,None,10,Recent,Remote,13.1,No,No,Yes,Involuntary,Performance-Related Exit,35,Medium Risk,2015-04-02,1787875200000000000,3–5 Years
EMP1096,Operations,Operations Analyst,L3,Hyderabad,26-30,5.3,3.0,4.5,70000,55K-80K,4.6,4.5,2.1,3.1,4.2,3.9,19,Yes,Occasional,5,Overdue,Hybrid,15.4,Yes,Yes,Yes,Voluntary,Career Growth,48,Medium Risk,2025-12-26,1779062400000000000,6–10 Years
EMP1097,Operations,Operations Analyst,L2,Hyderabad,21-25,0.9,0.6,0.9,46500,35K-55K,9.1,3.4,2.7,2.7,3.5,3.5,18,Yes,None,17,Recent,Remote,20.0,No,No,No,Not Applicable,Not Applicable,45,Medium Risk,2025-06-07,,Less than 1 Year
EMP1098,Operations,Operations Analyst,L3,Pune,21-25,2.5,1.6,2.5,68000,55K-80K,7.6,3.8,1.0,4.5,4.9,3.9,32,No,None,12,Due Soon,Hybrid,10.2,Yes,No,No,Not Applicable,Not Applicable,48,Medium Risk,2011-04-26,,3–5 Years
EMP1099,Sales,Sales Executive,L1,Mumbai,31-35,6.4,4.5,1.2,27000,<35K,5.9,2.6,3.0,4.2,5.0,4.2,47,No,Occasional,5,Recent,Hybrid,11.6,Yes,No,No,Not Applicable,Not Applicable,25,Low Risk,2020-11-22,,6–10 Years
EMP1100,Sales,Sales Executive,L2,Guwahati,31-35,1.2,0.5,1.2,41000,35K-55K,11.1,2.2,2.8,1.9,4.7,3.5,28,Yes,None,0,Recent,Hybrid,10.6,No,Yes,No,Not Applicable,Not Applicable,40,Medium Risk,2023-02-05,,1–2 Years
EMP1101,Sales,Sales Executive,L2,Delhi NCR,21-25,5.2,1.3,2.8,49000,35K-55K,5.3,2.4,3.4,4.2,3.8,4.2,27,No,None,14,Due Soon,Hybrid,12.3,No,Yes,No,Not Applicable,Not Applicable,30,Low Risk,2018-02-23,,6–10 Years
EMP1102,IT,Software Engineer,L1,Pune,41-50,3.6,2.6,3.6,27000,<35K,1.0,3.1,3.3,3.1,5.0,4.0,15,No,Occasional,13,Due Soon,Hybrid,7.9,No,Yes,Yes,Voluntary,Better Compensation,35,Medium Risk,2011-12-26,1777161600000000000,3–5 Years
EMP1103,Finance,Financial Analyst,L2,Bengaluru,21-25,2.1,1.3,1.3,46000,35K-55K,4.9,1.9,4.4,2.4,3.9,3.4,25,No,None,5,Recent,Remote,7.9,No,No,Yes,Voluntary,Manager/Team Issues,30,Low Risk,2011-01-28,1778457600000000000,3–5 Years
EMP1104,Operations,Operations Analyst,L1,Bengaluru,31-35,1.9,1.5,1.7,29000,<35K,11.9,2.5,5.0,1.3,2.6,3.0,45,Yes,Occasional,9,Recent,Remote,8.4,No,No,Yes,Voluntary,Manager/Team Issues,40,Medium Risk,2021-07-04,1784505600000000000,1–2 Years
EMP1105,Customer Support,Customer Support Specialist,L1,Guwahati,31-35,1.6,1.3,1.6,27000,<35K,6.0,2.8,4.3,2.9,3.4,4.1,43,Yes,Occasional,6,Recent,Hybrid,13.3,No,No,No,Not Applicable,Not Applicable,35,Medium Risk,2020-09-03,,1–2 Years
EMP1106,Finance,Financial Analyst,L5,Guwahati,36-40,3.9,3.1,2.5,110000,80K-110K,5.5,2.3,2.9,3.2,4.0,3.6,42,Yes,Occasional,10,Due Soon,Hybrid,5.2,Yes,No,No,Not Applicable,Not Applicable,35,Medium Risk,2025-08-25,,3–5 Years
EMP1107,Operations,Operations Analyst,L2,Mumbai,31-35,4.2,2.4,4.2,43000,35K-55K,7.1,1.8,2.9,4.7,4.1,3.4,41,No,Occasional,2,Overdue,Hybrid,8.4,No,Yes,No,Not Applicable,Not Applicable,33,Low Risk,2014-11-19,,3–5 Years
EMP1108,Product,Product Analyst,L3,Bengaluru,36-40,2.8,1.3,1.8,65500,55K-80K,10.0,3.4,4.1,4.1,2.4,4.0,34,Yes,Occasional,1,Recent,Remote,26.5,No,No,No,Not Applicable,Not Applicable,35,Medium Risk,2022-01-22,,3–5 Years
EMP1109,Finance,Financial Analyst,L1,Delhi NCR,26-30,1.5,1.1,1.5,32500,<35K,6.8,3.2,1.8,2.6,2.5,3.0,34,No,Occasional,11,Recent,Office,19.2,No,No,No,Not Applicable,Not Applicable,43,Medium Risk,2018-12-26,,1–2 Years
EMP1110,Sales,Sales Executive,L3,Pune,36-40,5.1,2.8,3.4,60000,55K-80K,8.8,3.7,3.0,3.6,3.1,3.6,31,No,Occasional,12,Due Soon,Hybrid,4.3,Yes,No,No,Not Applicable,Not Applicable,30,Low Risk,2014-07-18,,6–10 Years
EMP1111,Finance,Financial Analyst,L3,Guwahati,21-25,6.8,2.5,1.8,78500,55K-80K,6.4,2.5,3.1,4.0,3.9,4.0,22,No,None,5,Recent,Remote,18.9,No,Yes,No,Not Applicable,Not Applicable,25,Low Risk,2020-12-08,,6–10 Years
EMP1112,Marketing,Marketing Executive,L3,Guwahati,36-40,5.7,4.6,3.3,67000,55K-80K,8.8,3.7,3.8,3.3,4.0,4.6,29,No,None,3,Due Soon,Remote,17.0,Yes,No,Yes,Involuntary,Performance-Related Exit,25,Low Risk,2016-09-06,1773014400000000000,6–10 Years
EMP1113,Customer Support,Customer Support Specialist,L2,Guwahati,31-35,12.6,10.0,1.4,43500,35K-55K,7.5,4.2,3.9,2.6,3.5,4.4,31,Yes,Occasional,13,Recent,Office,11.2,No,No,No,Not Applicable,Not Applicable,40,Medium Risk,2024-04-01,,10+ Years
EMP1114,Product,Product Analyst,L2,Pune,36-40,3.3,1.8,3.3,40000,35K-55K,5.8,3.4,2.6,2.7,2.7,3.4,37,No,Occasional,3,Due Soon,Hybrid,6.3,No,No,No,Not Applicable,Not Applicable,25,Low Risk,2021-01-25,,3–5 Years
EMP1115,IT,Software Engineer,L2,Delhi NCR,26-30,8.9,2.7,0.2,43000,35K-55K,7.8,2.8,2.9,3.6,4.9,4.1,29,No,None,7,Recent,Hybrid,5.4,No,Yes,No,Not Applicable,Not Applicable,25,Low Risk,2019-08-20,,6–10 Years
EMP1116,Customer Support,Customer Support Specialist,L4,Bengaluru,31-35,2.2,1.1,2.2,94000,80K-110K,5.4,3.3,3.7,3.6,2.5,3.8,57,No,Frequent,7,Recent,Hybrid,13.8,No,No,No,Not Applicable,Not Applicable,29,Low Risk,2025-04-04,,3–5 Years
EMP1117,Product,Product Analyst,L4,Delhi NCR,31-35,1.9,1.5,0.2,97500,80K-110K,2.9,2.8,2.6,2.9,4.5,3.9,11,No,None,0,Recent,Hybrid,5.2,No,Yes,Yes,Involuntary,Performance-Related Exit,30,Low Risk,2015-11-14,1785024000000000000,1–2 Years
EMP1118,Marketing,Marketing Executive,L5,Pune,31-35,4.1,3.4,1.8,114000,110K+,6.9,2.7,4.4,1.0,4.0,3.7,39,No,Occasional,8,Recent,Office,20.8,No,No,No,Not Applicable,Not Applicable,30,Low Risk,2023-10-20,,3–5 Years
EMP1119,Customer Support,Customer Support Specialist,L1,Delhi NCR,21-25,10.2,3.9,2.1,31500,<35K,3.1,3.6,3.8,2.0,4.5,4.1,27,Yes,Occasional,7,Recent,Hybrid,23.0,No,No,No,Not Applicable,Not Applicable,45,Medium Risk,2021-08-30,,10+ Years
EMP1120,Operations,Operations Analyst,L3,Mumbai,21-25,3.0,0.9,3.0,67000,55K-80K,8.8,3.1,3.5,3.8,3.0,3.3,28,Yes,Frequent,9,Due Soon,Hybrid,11.7,No,No,No,Not Applicable,Not Applicable,39,Medium Risk,2017-11-03,,3–5 Years
EMP1121,Product,Product Analyst,L4,Pune,26-30,0.9,0.7,0.9,95000,80K-110K,6.9,4.0,3.7,1.2,3.3,3.6,17,Yes,None,8,Recent,Remote,21.1,Yes,No,No,Not Applicable,Not Applicable,45,Medium Risk,2023-05-26,,Less than 1 Year
EMP1122,Customer Support,Customer Support Specialist,L1,Guwahati,21-25,6.7,3.4,4.4,27500,<35K,11.3,2.9,2.9,4.3,3.4,4.0,42,Yes,Occasional,18,Overdue,Office,8.7,No,No,Yes,Voluntary,Personal Reasons,48,Medium Risk,2012-01-09,1787788800000000000,6–10 Years
EMP1123,Finance,Financial Analyst,L1,Bengaluru,36-40,3.5,2.1,0.2,25500,<35K,6.0,3.0,2.7,4.2,3.0,3.5,37,Yes,None,13,Recent,Hybrid,6.3,No,Yes,Yes,Voluntary,Higher Studies,40,Medium Risk,2025-07-12,1788739200000000000,3–5 Years
EMP1124,Sales,Sales Executive,L3,Mumbai,26-30,4.6,4.0,4.5,65500,55K-80K,6.9,2.8,2.9,3.2,3.6,3.7,40,No,None,7,Overdue,Remote,20.8,No,Yes,No,Not Applicable,Not Applicable,33,Low Risk,2017-03-15,,3–5 Years
EMP1125,Finance,Financial Analyst,L2,Mumbai,41-50,2.0,0.6,1.4,42500,35K-55K,2.6,2.5,3.7,3.8,4.7,3.9,30,No,None,8,Recent,Office,24.6,No,No,No,Not Applicable,Not Applicable,30,Low Risk,2014-02-05,,1–2 Years
EMP1126,Operations,Operations Analyst,L4,Pune,26-30,4.1,2.8,2.3,79000,55K-80K,3.7,3.7,3.5,3.7,2.3,3.3,23,No,Occasional,16,Recent,Office,27.7,No,No,No,Not Applicable,Not Applicable,35,Medium Risk,2016-01-17,,3–5 Years
EMP1127,Product,Product Analyst,L1,Hyderabad,26-30,1.0,0.3,1.0,30000,<35K,2.0,4.6,2.9,3.1,2.8,3.7,27,No,None,11,Recent,Office,14.7,No,Yes,No,Not Applicable,Not Applicable,30,Low Risk,2015-04-23,,Less than 1 Year
EMP1128,Customer Support,Customer Support Specialist,L3,Guwahati,36-40,11.5,5.7,4.4,71000,55K-80K,10.2,3.0,4.0,1.9,2.7,3.3,34,No,None,1,Overdue,Office,18.9,No,Yes,Yes,Voluntary,Manager/Team Issues,38,Medium Risk,2024-10-22,1787529600000000000,10+ Years
EMP1129,Sales,Sales Executive,L1,Bengaluru,31-35,7.5,5.8,4.0,26000,<35K,5.6,2.8,3.1,4.1,3.3,3.2,0,Yes,Occasional,12,Overdue,Office,14.5,No,No,No,Not Applicable,Not Applicable,48,Medium Risk,2023-03-03,,6–10 Years
EMP1130,Operations,Operations Analyst,L1,Bengaluru,31-35,3.9,2.1,3.0,25500,<35K,11.0,2.7,2.7,4.5,3.3,3.4,40,Yes,Occasional,13,Due Soon,Hybrid,23.2,No,No,Yes,Voluntary,Job Role Mismatch,40,Medium Risk,2013-02-26,1784937600000000000,3–5 Years
EMP1131,Operations,Operations Analyst,L1,Bengaluru,31-35,6.6,5.9,0.2,27000,<35K,1.0,2.8,3.5,2.1,4.1,3.4,62,No,Occasional,15,Recent,Office,15.5,Yes,No,No,Not Applicable,Not Applicable,35,Medium Risk,2015-03-26,,6–10 Years
EMP1132,Finance,Financial Analyst,L4,Pune,31-35,2.2,1.3,1.0,90000,80K-110K,11.6,4.3,2.4,1.9,3.4,3.7,35,Yes,Frequent,5,Recent,Office,18.4,No,Yes,No,Not Applicable,Not Applicable,44,Medium Risk,2022-04-14,,3–5 Years
EMP1133,Sales,Sales Executive,L3,Guwahati,26-30,7.3,3.3,0.5,63500,55K-80K,6.8,2.7,1.8,3.1,3.7,3.4,24,Yes,None,5,Recent,Hybrid,2.9,Yes,No,No,Not Applicable,Not Applicable,53,Medium Risk,2025-02-23,,6–10 Years
EMP1134,HR,HR Executive,L2,Pune,41-50,2.9,1.1,0.2,42000,35K-55K,8.0,2.8,3.3,2.6,3.7,3.4,26,No,Frequent,2,Recent,Remote,10.2,No,No,No,Not Applicable,Not Applicable,29,Low Risk,2024-07-25,,3–5 Years
EMP1135,Customer Support,Customer Support Specialist,L2,Bengaluru,41-50,2.7,1.3,2.7,43000,35K-55K,3.8,2.4,2.7,3.3,3.6,3.4,38,Yes,Occasional,9,Due Soon,Office,18.5,Yes,No,Yes,Voluntary,Career Growth,40,Medium Risk,2012-01-05,1789171200000000000,3–5 Years
EMP1136,HR,HR Executive,L4,Delhi NCR,31-35,1.7,0.8,1.6,79000,55K-80K,8.6,3.4,3.1,4.3,4.0,4.6,24,No,None,11,Recent,Hybrid,17.8,No,No,No,Not Applicable,Not Applicable,25,Low Risk,2025-07-12,,1–2 Years
EMP1137,Operations,Operations Analyst,L2,Delhi NCR,26-30,5.0,1.5,1.6,37500,35K-55K,5.9,3.2,2.4,1.1,3.3,3.4,40,No,None,4,Recent,Office,19.2,No,Yes,No,Not Applicable,Not Applicable,30,Low Risk,2024-08-19,,3–5 Years
EMP1138,IT,Software Engineer,L4,Guwahati,31-35,3.8,1.9,3.8,68000,55K-80K,3.4,2.5,4.4,4.7,4.8,4.3,26,No,None,6,Due Soon,Remote,13.0,No,No,No,Not Applicable,Not Applicable,30,Low Risk,2022-12-23,,3–5 Years
EMP1139,HR,HR Executive,L2,Bengaluru,21-25,9.1,5.0,1.4,45500,35K-55K,3.4,2.6,2.7,2.8,5.0,4.3,52,No,None,0,Recent,Remote,6.8,Yes,Yes,No,Not Applicable,Not Applicable,30,Low Risk,2025-11-30,,6–10 Years
EMP1140,Customer Support,Customer Support Specialist,L2,Pune,21-25,1.5,1.1,0.8,42000,35K-55K,3.3,4.2,2.9,3.7,4.0,4.0,52,No,Occasional,15,Recent,Hybrid,11.5,No,Yes,No,Not Applicable,Not Applicable,35,Medium Risk,2015-08-30,,1–2 Years
EMP1141,Customer Support,Customer Support Specialist,L2,Hyderabad,26-30,5.0,3.4,1.8,46000,35K-55K,8.1,3.2,3.6,3.8,3.6,4.3,23,Yes,Occasional,0,Recent,Hybrid,12.4,Yes,No,No,Not Applicable,Not Applicable,35,Medium Risk,2015-07-16,,3–5 Years
EMP1142,Finance,Financial Analyst,L2,Hyderabad,26-30,8.0,5.7,0.3,37500,35K-55K,5.1,3.3,2.1,3.9,3.9,3.7,27,Yes,Occasional,9,Recent,Hybrid,13.9,No,No,No,Not Applicable,Not Applicable,35,Medium Risk,2016-04-12,,6–10 Years
EMP1143,Operations,Operations Analyst,L3,Hyderabad,36-40,4.3,1.1,2.8,65000,55K-80K,2.1,3.3,2.0,3.3,2.5,3.6,28,No,None,8,Due Soon,Hybrid,4.3,No,No,No,Not Applicable,Not Applicable,48,Medium Risk,2022-02-07,,3–5 Years
EMP1144,Finance,Financial Analyst,L2,Delhi NCR,31-35,2.8,1.1,1.6,43000,35K-55K,8.1,4.1,3.6,3.5,3.6,3.7,28,No,None,7,Recent,Remote,9.9,No,No,No,Not Applicable,Not Applicable,25,Low Risk,2012-08-29,,3–5 Years
EMP1145,Finance,Financial Analyst,L1,Pune,36-40,4.2,2.9,1.3,26500,<35K,1.0,2.5,2.9,3.5,2.8,3.4,15,No,Occasional,7,Recent,Remote,11.3,No,Yes,No,Not Applicable,Not Applicable,30,Low Risk,2025-01-31,,3–5 Years
EMP1146,Sales,Sales Executive,L4,Hyderabad,26-30,8.6,4.9,1.2,77500,55K-80K,11.0,2.9,2.5,2.6,3.8,3.9,13,No,None,2,Recent,Hybrid,1.0,No,No,No,Not Applicable,Not Applicable,25,Low Risk,2018-01-20,,6–10 Years
EMP1147,IT,Software Engineer,L2,Bengaluru,26-30,8.6,2.2,2.0,48500,35K-55K,13.0,3.1,3.8,1.5,2.8,2.6,45,Yes,Frequent,5,Recent,Remote,18.7,No,Yes,Yes,Voluntary,Job Role Mismatch,44,Medium Risk,2022-04-17,1780963200000000000,6–10 Years
EMP1148,Operations,Operations Analyst,L2,Bengaluru,26-30,3.4,2.6,2.3,47500,35K-55K,3.1,2.1,2.6,2.0,3.1,3.1,43,No,None,12,Recent,Office,13.3,No,No,Yes,Voluntary,Job Role Mismatch,40,Medium Risk,2024-10-30,1774742400000000000,3–5 Years
EMP1149,Sales,Sales Executive,L4,Hyderabad,41-50,8.5,6.4,1.3,87000,80K-110K,10.2,2.6,3.1,3.1,1.8,3.1,43,No,Frequent,13,Recent,Hybrid,14.1,No,Yes,No,Not Applicable,Not Applicable,46,Medium Risk,2011-11-19,,6–10 Years
EMP1150,Finance,Financial Analyst,L3,Mumbai,21-25,3.7,2.2,1.6,68000,55K-80K,8.0,3.9,2.5,2.5,2.4,3.5,27,No,None,5,Recent,Remote,7.9,No,No,No,Not Applicable,Not Applicable,25,Low Risk,2016-02-20,,3–5 Years
EMP1151,Customer Support,Customer Support Specialist,L1,Hyderabad,36-40,6.5,1.9,2.1,27000,<35K,5.5,3.7,3.6,2.5,3.7,4.2,54,No,None,0,Recent,Hybrid,16.7,No,Yes,No,Not Applicable,Not Applicable,25,Low Risk,2012-08-06,,6–10 Years
EMP1152,Finance,Financial Analyst,L4,Mumbai,31-35,5.4,4.0,1.9,82000,80K-110K,5.6,3.8,4.5,4.9,2.7,4.6,28,No,None,3,Recent,Remote,5.3,Yes,No,No,Not Applicable,Not Applicable,25,Low Risk,2025-10-03,,6–10 Years
EMP1153,Marketing,Marketing Executive,L3,Guwahati,26-30,2.8,1.8,2.3,75500,55K-80K,9.0,2.8,1.6,4.0,4.3,3.7,40,No,Occasional,16,Recent,Remote,6.6,No,No,No,Not Applicable,Not Applicable,48,Medium Risk,2018-09-10,,3–5 Years
EMP1154,Operations,Operations Analyst,L2,Guwahati,31-35,1.7,1.3,1.0,35500,35K-55K,6.9,2.9,3.4,3.0,2.6,3.6,9,No,Occasional,3,Recent,Hybrid,17.0,No,No,No,Not Applicable,Not Applicable,25,Low Risk,2012-10-17,,1–2 Years
EMP1155,Customer Support,Customer Support Specialist,L1,Bengaluru,26-30,8.1,6.0,3.9,27500,<35K,1.0,2.0,4.1,3.8,3.8,4.0,25,Yes,None,7,Due Soon,Office,14.9,Yes,No,No,Not Applicable,Not Applicable,40,Medium Risk,2024-05-13,,6–10 Years
EMP1156,Finance,Financial Analyst,L3,Pune,36-40,9.6,7.4,2.4,65500,55K-80K,13.2,3.8,2.9,2.8,2.8,3.6,26,No,Frequent,14,Recent,Office,1.8,Yes,No,No,Not Applicable,Not Applicable,34,Low Risk,2011-08-11,,6–10 Years
EMP1157,IT,Software Engineer,L3,Delhi NCR,41-50,4.9,2.9,1.3,74500,55K-80K,8.3,3.9,2.3,3.3,3.7,4.2,27,Yes,Occasional,4,Recent,Office,24.6,No,No,No,Not Applicable,Not Applicable,35,Medium Risk,2016-10-23,,3–5 Years
EMP1158,Product,Product Analyst,L2,Pune,26-30,3.7,1.3,2.8,45500,35K-55K,6.8,3.9,3.7,3.6,2.1,3.5,9,Yes,Occasional,6,Due Soon,Hybrid,5.9,No,No,No,Not Applicable,Not Applicable,35,Medium Risk,2017-01-29,,3–5 Years
EMP1159,Finance,Financial Analyst,L4,Bengaluru,26-30,1.3,0.9,1.3,76500,55K-80K,4.8,4.2,4.2,2.8,3.0,3.8,38,No,Occasional,11,Recent,Hybrid,10.9,No,No,No,Not Applicable,Not Applicable,30,Low Risk,2025-01-10,,1–2 Years
EMP1160,IT,Software Engineer,L3,Bengaluru,31-35,8.0,5.2,0.2,65000,55K-80K,6.4,3.5,4.1,2.5,2.7,3.7,42,No,None,16,Recent,Hybrid,26.0,No,Yes,No,Not Applicable,Not Applicable,30,Low Risk,2020-09-20,,6–10 Years
EMP1161,HR,HR Executive,L1,Pune,41-50,4.6,3.4,2.8,28000,<35K,10.8,4.2,3.6,4.4,4.2,4.8,18,Yes,None,4,Due Soon,Hybrid,1.0,No,Yes,No,Not Applicable,Not Applicable,35,Medium Risk,2017-09-08,,3–5 Years
EMP1162,IT,Software Engineer,L2,Delhi NCR,26-30,3.1,1.1,0.5,41000,35K-55K,7.8,3.1,3.4,3.8,3.8,4.1,12,No,Frequent,14,Recent,Office,1.0,No,Yes,No,Not Applicable,Not Applicable,34,Low Risk,2024-06-29,,3–5 Years
EMP1163,IT,Software Engineer,L1,Bengaluru,31-35,6.7,2.5,3.8,29500,<35K,8.1,2.1,2.5,1.1,2.4,3.1,17,Yes,Frequent,6,Due Soon,Remote,15.5,No,Yes,No,Not Applicable,Not Applicable,44,Medium Risk,2024-12-17,,6–10 Years
EMP1164,Operations,Operations Analyst,L3,Delhi NCR,31-35,1.1,0.9,1.1,57000,55K-80K,3.3,3.8,4.1,2.6,3.2,4.3,35,No,Frequent,3,Recent,Remote,1.0,No,No,No,Not Applicable,Not Applicable,34,Low Risk,2021-11-29,,1–2 Years
EMP1165,Sales,Sales Executive,L1,Bengaluru,31-35,1.6,1.2,1.6,27000,<35K,6.0,2.0,4.0,2.5,2.7,3.8,20,No,Frequent,8,Recent,Hybrid,1.0,Yes,Yes,No,Not Applicable,Not Applicable,29,Low Risk,2011-06-16,,1–2 Years
EMP1166,Product,Product Analyst,L2,Guwahati,21-25,2.2,1.8,1.1,44000,35K-55K,7.2,3.3,2.3,2.6,4.2,3.2,26,No,None,1,Recent,Office,21.4,No,Yes,No,Not Applicable,Not Applicable,25,Low Risk,2016-07-09,,3–5 Years
EMP1167,HR,HR Executive,L3,Mumbai,31-35,5.3,3.9,2.3,69000,55K-80K,9.1,3.8,3.6,4.0,4.5,5.0,13,No,Occasional,9,Recent,Office,8.7,No,Yes,No,Not Applicable,Not Applicable,25,Low Risk,2011-04-28,,6–10 Years
EMP1168,Marketing,Marketing Executive,L4,Bengaluru,41-50,4.2,2.7,4.2,91000,80K-110K,5.8,3.4,3.9,3.2,2.2,4.2,56,No,None,23,Overdue,Hybrid,29.6,No,No,No,Not Applicable,Not Applicable,38,Medium Risk,2015-12-15,,3–5 Years
EMP1169,Sales,Sales Executive,L2,Mumbai,21-25,5.8,3.9,1.7,41000,35K-55K,9.8,4.7,4.1,1.9,4.1,4.1,29,No,Frequent,13,Recent,Office,3.7,No,No,No,Not Applicable,Not Applicable,39,Medium Risk,2017-01-15,,6–10 Years
EMP1170,IT,Software Engineer,L4,Hyderabad,26-30,7.7,6.4,1.2,89000,80K-110K,3.6,1.9,3.2,2.8,2.7,2.9,44,No,None,6,Recent,Hybrid,9.5,Yes,Yes,No,Not Applicable,Not Applicable,30,Low Risk,2014-06-04,,6–10 Years
EMP1171,IT,Software Engineer,L1,Bengaluru,41-50,5.9,3.7,3.3,30000,<35K,7.2,3.1,2.5,3.7,3.2,3.1,35,No,Occasional,12,Due Soon,Office,16.3,No,No,No,Not Applicable,Not Applicable,30,Low Risk,2021-12-20,,6–10 Years
EMP1172,Sales,Sales Executive,L4,Guwahati,26-30,11.7,7.7,3.3,90500,80K-110K,6.7,3.2,2.8,3.0,3.4,3.7,27,No,Occasional,2,Due Soon,Office,15.8,No,Yes,No,Not Applicable,Not Applicable,25,Low Risk,2019-07-07,,10+ Years
EMP1173,Operations,Operations Analyst,L1,Delhi NCR,36-40,7.6,2.7,1.3,25500,<35K,2.5,2.3,2.4,2.6,4.9,3.4,27,No,None,3,Recent,Office,10.0,No,No,No,Not Applicable,Not Applicable,30,Low Risk,2023-06-25,,6–10 Years
EMP1174,Finance,Financial Analyst,L2,Guwahati,31-35,3.4,1.9,0.2,37500,35K-55K,6.9,2.5,3.3,3.5,2.5,3.0,18,No,None,7,Recent,Hybrid,6.8,No,No,No,Not Applicable,Not Applicable,25,Low Risk,2015-07-30,,3–5 Years
EMP1175,IT,Software Engineer,L3,Mumbai,26-30,2.5,1.8,1.2,56500,55K-80K,5.3,2.7,3.1,4.7,4.1,3.6,22,Yes,Frequent,7,Recent,Remote,13.9,No,Yes,Yes,Involuntary,Performance-Related Exit,39,Medium Risk,2016-11-21,1787961600000000000,3–5 Years
EMP1176,Marketing,Marketing Executive,L1,Delhi NCR,36-40,3.5,1.5,3.4,31500,<35K,11.2,2.5,5.0,3.6,2.4,3.9,14,Yes,Occasional,1,Due Soon,Hybrid,23.0,No,No,No,Not Applicable,Not Applicable,35,Medium Risk,2024-11-25,,3–5 Years
EMP1177,IT,Software Engineer,L1,Guwahati,26-30,6.0,2.3,0.9,30000,<35K,5.8,3.1,4.1,4.4,2.3,4.1,12,No,None,5,Recent,Hybrid,18.1,No,No,No,Not Applicable,Not Applicable,25,Low Risk,2017-04-16,,6–10 Years
EMP1178,Operations,Operations Analyst,L3,Guwahati,31-35,2.7,1.2,2.2,64500,55K-80K,8.1,2.8,4.2,2.7,3.4,4.4,57,No,Occasional,6,Recent,Office,6.9,No,No,No,Not Applicable,Not Applicable,25,Low Risk,2013-11-02,,3–5 Years
EMP1179,Customer Support,Customer Support Specialist,L3,Guwahati,26-30,6.1,2.5,1.1,62500,55K-80K,3.3,3.4,3.7,3.2,3.4,4.1,32,No,Occasional,15,Recent,Remote,4.1,No,No,No,Not Applicable,Not Applicable,35,Medium Risk,2018-02-27,,6–10 Years
EMP1180,Sales,Sales Executive,L3,Pune,31-35,5.7,2.2,0.2,61500,55K-80K,7.7,3.6,3.0,3.2,1.0,3.0,49,No,None,1,Recent,Hybrid,6.5,No,Yes,No,Not Applicable,Not Applicable,37,Medium Risk,2016-02-23,,6–10 Years
EMP1181,HR,HR Executive,L3,Delhi NCR,21-25,1.7,0.9,1.1,71500,55K-80K,5.8,3.6,3.1,3.3,4.4,4.2,17,No,None,0,Recent,Hybrid,1.8,Yes,Yes,No,Not Applicable,Not Applicable,25,Low Risk,2012-08-19,,1–2 Years
EMP1182,Sales,Sales Executive,L2,Guwahati,26-30,7.6,6.4,3.3,49000,35K-55K,4.7,2.9,3.1,3.6,1.6,3.4,10,Yes,Occasional,8,Due Soon,Remote,13.2,No,Yes,No,Not Applicable,Not Applicable,52,Medium Risk,2012-09-12,,6–10 Years
EMP1183,Customer Support,Customer Support Specialist,L1,Guwahati,41-50,4.8,2.8,0.2,26500,<35K,15.0,3.4,3.5,2.3,3.3,3.9,14,No,Occasional,13,Recent,Hybrid,18.5,No,Yes,Yes,Voluntary,Job Role Mismatch,30,Low Risk,2011-03-12,1771459200000000000,3–5 Years
EMP1184,Customer Support,Customer Support Specialist,L2,Mumbai,26-30,11.3,4.2,2.6,46500,35K-55K,5.9,3.9,3.7,3.8,4.5,4.4,22,No,Occasional,10,Due Soon,Hybrid,11.4,No,Yes,No,Not Applicable,Not Applicable,25,Low Risk,2024-10-30,,10+ Years
EMP1185,Finance,Financial Analyst,L1,Guwahati,31-35,3.7,1.1,0.2,28000,<35K,6.4,3.5,3.3,1.7,5.0,4.3,29,No,Occasional,9,Recent,Hybrid,25.8,No,No,No,Not Applicable,Not Applicable,30,Low Risk,2015-12-09,,3–5 Years
EMP1186,IT,Software Engineer,L4,Guwahati,26-30,3.0,2.1,3.0,88500,80K-110K,9.7,4.4,3.0,1.9,3.1,3.8,26,No,None,6,Due Soon,Remote,26.2,No,Yes,No,Not Applicable,Not Applicable,30,Low Risk,2023-05-31,,3–5 Years
EMP1187,Product,Product Analyst,L3,Hyderabad,36-40,1.5,0.7,1.5,74000,55K-80K,4.7,3.8,2.8,5.0,2.2,3.8,17,Yes,None,10,Recent,Office,14.5,Yes,No,Yes,Voluntary,Job Role Mismatch,40,Medium Risk,2013-12-03,1771891200000000000,1–2 Years
